id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16162725,130qm Apartment from the wilhelminian time,105495015,Attila,Tempelhof - Schöneberg,Schöneberg-Süd,52.48248,13.36142,Entire home/apt,,92,20,2022-11-06,0.21,1,0,0,
16167725,2 Charming 2 Room Apartment in Berlin Mitte,4108700,Kristian,Pankow,Prenzlauer Berg Südwest,52.5299,13.40643,Entire home/apt,159,5,179,2025-06-05,1.86,4,337,36,01/Z/NA/004004-15
16167936,1 Charming 2 Room Apartment in Berlin Mitte,4108700,Kristian,Mitte,Alexanderplatz,52.52813,13.4058,Entire home/apt,169,2,151,2025-05-16,1.48,4,332,31,01/Z/NA/004003-15
16168421,Komfortables Apartment in Tempelhof.,8912086,MAVO Hospitality,Tempelhof - Schöneberg,Tempelhof,52.45669,13.37745,Entire home/apt,89,29,11,2025-01-08,0.11,50,139,3,
16171350,Apartment,46618819,Mohamed,Treptow - Köpenick,Altglienicke,52.40526,13.53903,Entire home/apt,,92,0,,,1,0,0,
16172185,Luxus Haus mit Kamin/Pool in Berlin 260 qm,105573256,Rochus,Reinickendorf,West 2,52.61811,13.22689,Entire home/apt,,5,23,2024-10-13,0.24,2,2,1,12/Z/RA/006022-24
16176629,Prenzlauer Berg Apartment Berlin with Balcony,5648493,Yulia,Pankow,Helmholtzplatz,52.54226,13.42562,Entire home/apt,108,2,39,2021-11-02,0.39,1,74,0,62/5/93/092734-65
16182326,Cozy Altbau Flat (2-3p) in the Heart of Neukölln,45424106,Florian,Neukölln,Neuköllner Mitte/Zentrum,52.47724,13.42737,Entire home/apt,,92,2,2017-01-04,0.02,1,0,0,
16183018,"New, nice, great location",105670074,Philipp Und Mara,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4929,13.41654,Entire home/apt,103,3,165,2025-05-18,1.59,1,278,32,
16183489,Maisonette Mirror-Apartment,87442687,Babett,Mitte,Moabit Ost,52.5337,13.3515,Entire home/apt,314,2,261,2025-06-15,2.52,19,271,48,01-Z-NA-OO4O66-15
16190835,Berlin Mitte,25726298,Amedeo,Mitte,Alexanderplatz,52.52735,13.39497,Entire home/apt,265,92,0,,,1,365,0,99/3/55/000011-98
16196974,Apartment mit Blick über den Dächern Berlins,8912086,MAVO Hospitality,Tempelhof - Schöneberg,Tempelhof,52.45881,13.37697,Entire home/apt,125,29,2,2025-05-25,0.61,50,97,2,
16208839,Luxury loft in Berlin Mitte,58989886,Yair,Pankow,Prenzlauer Berg Südwest,52.53911,13.40561,Entire home/apt,,3,15,2025-06-16,0.15,3,101,3,03/Z/RA/009182-24
16209988,Skyloft Himmel über Berlin maisonette Loft,87442687,Babett,Mitte,Moabit Ost,52.53426,13.35165,Entire home/apt,304,2,234,2025-06-11,2.29,19,287,43,01/Z/NA/003181-15
16222479,Gemütliches Apartment in Prenzlauer Berg,105997846,Dimitris,Pankow,Prenzlauer Berg Südwest,52.53892,13.40863,Entire home/apt,,4,142,2025-05-11,1.39,1,2,7,03/Z/RA/007037-22
16235841,Charming 3-Room Maisonette,106095044,U.,Pankow,Helmholtzplatz,52.54105,13.42124,Entire home/apt,,5,8,2018-08-26,0.08,1,0,0,03/Z/RA/003497-18
16237052,"1 Cooler ausgefallener Loft Stil, ruhig",106130027,Dietrich,Pankow,Prenzlauer Berg Ost,52.52987,13.44547,Entire home/apt,70,2,616,2025-06-19,5.93,7,310,65,"First name and Last name: Dietrich Jäger <br/> Contact address: Köpenicker Str.  5, 12487, Berlin, Deutschland <br/>Listing address: Wilhelm-Stolze-Straße 20, 10249, Berlin, Deutschland"
16237757,Interior Design 3 - Bedroom Apartment with Balcony,3003519,Simon,Mitte,Moabit West,52.533,13.32688,Entire home/apt,271,2,272,2025-03-22,2.62,32,110,14,
16245894,Gorgeous LEGAL Apartment for 6! 3BR / 2Bath.,102461,Berlin Style Apartments,Neukölln,Neuköllner Mitte/Zentrum,52.48537,13.42457,Entire home/apt,390,5,328,2025-06-02,3.32,8,276,27,
16245953,"""Beautiful  Penthouse with amazing  terrace""",102461,Berlin Style Apartments,Neukölln,Neuköllner Mitte/Zentrum,52.48537,13.42457,Entire home/apt,501,5,247,2025-06-10,2.95,8,276,35,
16250536,Loft Apartment (85sqm) with 2 Bedrooms & Balcony,3003519,Simon,Mitte,Moabit West,52.533,13.32688,Entire home/apt,323,2,314,2025-06-19,3.03,32,114,25,
16252509,3-Bedroom Design Apartment (110sqm) with Balcony,3003519,Simon,Mitte,Moabit West,52.533,13.32688,Entire home/apt,275,2,314,2025-06-09,3.03,32,108,22,
16254081,Design Apartment (85sqm) with 2 Bedrooms & Terrace,3003519,Simon,Mitte,Moabit West,52.533,13.32688,Entire home/apt,275,2,378,2025-06-02,3.64,32,93,36,
16279620,2 Rooms rooftop terrace Prenzlauer Berg Mauerpark,6940392,Marie,Pankow,Prenzlauer Berg Südwest,52.53864,13.40677,Private room,,1,91,2025-06-01,0.88,3,0,12,03/Z/ZA/005889-20
16280687,Penthouse (115sqm) with 3 Bedrooms  & Balcony,3003519,Simon,Mitte,Moabit West,52.533,13.32688,Entire home/apt,304,2,319,2025-06-09,3.08,32,107,28,
16283253,*NEW* fully renovated 1-bedroom Loft Space 3 floor,16913288,Philipp,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49788,13.42398,Entire home/apt,117,1,617,2025-06-05,6.37,5,273,56,
16283413,Giant Bed in Schöneberg,86973082,Umberto,Tempelhof - Schöneberg,Schöneberg-Nord,52.49077,13.36252,Private room,59,92,10,2025-03-31,0.10,1,80,2,
16285825,"Wunderschöne,moderne Wohnung in Berlin Lichtenberg",39968314,Hannes,Lichtenberg,Neu Lichtenberg,52.50399,13.49918,Entire home/apt,,92,0,,,1,0,0,
16292857,"Top Location, quiet & safe. Easy access anywhere",7085812,Lucio,Mitte,Tiergarten Süd,52.50637,13.34468,Private room,116,1,116,2025-05-25,1.13,3,81,3,01/Z/AZ/011200-20
16295639,3-Zimmer Wohnung B2,704463,Duc Son,Pankow,Prenzlauer Berg Südwest,52.53751,13.42317,Entire home/apt,146,2,163,2025-02-22,1.59,8,282,21,
16296818,2-Zimmer Wohnung A1,704463,Duc Son,Pankow,Prenzlauer Berg Südwest,52.53771,13.42268,Entire home/apt,120,2,220,2025-06-04,2.18,8,300,44,03/Z/AF/000678-14
16298872,1-Zimmer Wohnung B3,704463,Duc Son,Pankow,Prenzlauer Berg Südwest,52.53768,13.42229,Entire home/apt,105,2,189,2025-06-05,1.91,8,295,43,03/Z/AF/000671-14
16299075,3-Zimmer Wohnung B1,704463,Duc Son,Pankow,Helmholtzplatz,52.53961,13.4226,Entire home/apt,128,2,231,2025-06-06,2.33,8,291,40,03/Z/AF/000674-14
16299453,2-Zimmer Wohnung A4,704463,Duc Son,Pankow,Helmholtzplatz,52.53946,13.42388,Entire home/apt,99,2,170,2025-05-28,1.66,8,300,38,03/Z/AF/000677-14
16299803,3-Zimmer Wohnung C2,704463,Duc Son,Pankow,Prenzlauer Berg Süd,52.53792,13.42441,Entire home/apt,189,2,315,2025-06-01,3.04,8,283,53,03/Z/AF/000676-14
16304394,Bright and cosy home in the heart of Kreuzberg,58709682,Moritz V.,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49224,13.41315,Entire home/apt,,3,59,2025-03-16,0.57,2,5,2,02/Z/RA/008331-18
16305782,Cozy 1-room apartment,82238994,Serkan,Tempelhof - Schöneberg,Tempelhof,52.47728,13.37818,Entire home/apt,57,1,759,2025-06-14,7.36,1,213,105,07/Z/AZ/006934-19
16322398,Schöne Wohnung im Herzen Berlins (ab 3 Monate ),86456142,Nora,Mitte,Brunnenstr. Nord,52.53946,13.3997,Entire home/apt,,92,5,2019-02-12,0.05,1,65,0,
16322558,Comfortable and quiet room in Tempelhof,27819916,Fak,Tempelhof - Schöneberg,Tempelhof,52.47418,13.37143,Private room,,92,11,2017-03-28,0.11,1,0,0,
16333600,Cosy Altbauwohnung am Volkspark Friedrichshain,38258692,Nicole,Pankow,Prenzlauer Berg Ost,52.53022,13.44466,Entire home/apt,,92,9,2018-02-18,0.09,1,0,0,
16340532,Apartment Parkview Azure,1194258,Stefan,Mitte,Brunnenstr. Süd,52.5331,13.40236,Entire home/apt,139,5,177,2025-06-02,1.72,10,50,14,01/Z/NA/003814-15
16345782,Living in a Loft Apartment at Gleisdreieck Park,21610506,Jule,Tempelhof - Schöneberg,Schöneberg-Süd,52.48763,13.37248,Private room,,92,2,2017-03-26,0.02,1,0,0,
16347909,Cozy room with terrace,3189649,Marcus,Mitte,Osloer Straße,52.56003,13.37129,Private room,,92,6,2022-06-19,0.06,1,0,0,
16353356,Private Maisonette Apartment in Berlin Mitte,81509679,Daniel,Mitte,Alexanderplatz,52.53335,13.37946,Entire home/apt,150,92,5,2023-04-16,0.15,1,358,0,
16354711,4-Room Apartmt - Prenzlauer Berg,33497778,Myriam,Mitte,Brunnenstr. Nord,52.53984,13.40147,Entire home/apt,116,92,0,,,1,232,0,
16364861,Cozy room in Kreuzberg-Mitte,32131836,César,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50749,13.39705,Private room,,92,3,2017-02-05,0.03,1,0,0,
16365920,elegant-room-mitte,22658976,Evans Akai,Mitte,Alexanderplatz,52.52517,13.4065,Private room,,92,0,,,1,0,0,
16377646,Lovely flat in lively Fhain,13432989,Inga,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51133,13.46156,Entire home/apt,,92,1,2017-01-03,0.01,1,0,0,
16378479,10 mins to TXL Airport/ ZOB,107278806,Alexander,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51802,13.30243,Private room,,92,4,2018-04-24,0.04,1,0,0,
16388235,Schönes Zimmer im Prenzlauer Berg,92747660,Niklas,Pankow,Prenzlauer Berg Ost,52.53679,13.442,Private room,,92,2,2017-03-13,0.02,1,0,0,
16390457,Cosy apartment for two in central Neukölln,107364269,Lisa,Neukölln,Reuterstraße,52.48248,13.44006,Entire home/apt,,92,0,,,1,0,0,
16392430,Huge one bedroom apartment in Prenzlauer berg,10764937,Yangdi,Pankow,Prenzlauer Berg Nord,52.55189,13.41484,Entire home/apt,,92,8,2017-09-24,0.08,2,0,0,
16400369,My beloved apartment in Prenzlauerberg,2008587,Nicola,Pankow,Helmholtzplatz,52.54057,13.41732,Private room,,92,77,2023-03-12,0.75,1,216,0,
16401216,Inspiring & positive apartment,24861887,Thomas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50577,13.46718,Private room,79,92,0,,,1,364,0,
16402413,Süße Wohnung in Tempelhof,61107166,Amy,Tempelhof - Schöneberg,Mariendorf,52.44104,13.38545,Entire home/apt,,92,1,2020-10-04,0.02,1,0,0,
16405504,Brauereiloft | Fantastischer Ausblick über Berlin,31833654,Tom,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48985,13.38848,Entire home/apt,163,4,38,2025-06-16,0.37,1,236,3,
16406507,Flat for 2 persons in the heart of Kreuzberg,6184616,Lukas,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50291,13.43339,Entire home/apt,,92,0,,,1,0,0,
16412432,"Chill, big room in Neukölln",40516760,Joshua,Neukölln,Reuterstraße,52.48749,13.4292,Private room,,92,7,2017-08-13,0.07,1,0,0,
16414084,Cozy Berlin Mitte Studio,53570607,Miguel,Mitte,Brunnenstr. Süd,52.53555,13.40152,Entire home/apt,,92,1,2017-01-03,0.01,1,0,0,
16414196,"Super central in Charlottenburg, only by month",13930733,Jutta Und Alexander,Charlottenburg-Wilm.,Kantstraße,52.50649,13.3139,Entire home/apt,85,92,30,2025-04-14,0.30,1,151,4,
16420530,Delightfully Spacious Apartment in Schöneberg,107627069,Jason,Tempelhof - Schöneberg,Schöneberg-Süd,52.48199,13.35436,Entire home/apt,,92,2,2017-04-17,0.02,1,0,0,
16420952,Bright 2 room apartment in Prenzlauer Berg,10914556,Yaroslav,Pankow,Prenzlauer Berg Nord,52.55053,13.41816,Entire home/apt,,92,2,2018-01-03,0.02,1,0,0,
16468199,Modern & Cozy apartment in P-Berg,1565883,Karl,Pankow,Prenzlauer Berg Nordwest,52.54821,13.40931,Entire home/apt,,100,5,2017-04-16,0.05,1,0,0,
16469975,Neukölln...very special!Apt.No.2,26836482,BerlinSurfHostel,Neukölln,Neuköllner Mitte/Zentrum,52.46884,13.43992,Entire home/apt,66,2,378,2025-05-22,3.67,11,235,52,
16470400,"Nice and comfortable room in Berlin, Alt Treptow",108088817,Jenny,Treptow - Köpenick,Alt  Treptow,52.491,13.45167,Private room,91,1,115,2025-05-31,1.12,1,27,17,09/Z/RA/004877-24
16484565,Cozy room in Prenzlauer Berg,12817769,Liza,Pankow,Prenzlauer Berg Nordwest,52.55115,13.41177,Private room,,92,0,,,1,0,0,
16487175,micro design studio overlooking Berlin,4097958,Daniel,Neukölln,Neuköllner Mitte/Zentrum,52.46781,13.43172,Entire home/apt,150,92,88,2022-10-02,0.86,2,270,0,
16510222,A cozy room with a double bed+single,57386835,Sardor,Lichtenberg,Alt-Lichtenberg,52.52481,13.51275,Private room,,92,0,,,1,0,0,
16513338,Great location for 'Berlinale' Kreuzberg&Neukölln,20894695,Jongwon,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49211,13.42069,Private room,,92,0,,,1,0,0,
16537514,very nice room in friendly flat and good location,89569108,Vanessa,Neukölln,Rixdorf,52.47227,13.44612,Private room,,3,13,2019-07-06,0.13,2,0,0,08/Z/RA/012353-23
16543844,TempelCasa Kreuzberg,1836439,Alexander,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49543,13.39984,Entire home/apt,143,5,277,2025-06-08,2.69,2,283,27,02/Z/AZ/017005-23
16554581,Cozy Prenzlauer Berg Room Close To City Center,105786622,Marius,Pankow,Pankow Süd,52.5552,13.42017,Private room,,92,33,2017-08-01,0.32,1,0,0,
16554793,Quiet appartment with terrace near Tegel,37306049,Hannah,Reinickendorf,Nord 2,52.60098,13.31089,Entire home/apt,,92,6,2017-06-05,0.06,1,0,0,
16556063,Einraumwohnung für drei Wochen,109012928,Dora,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4963,13.37996,Entire home/apt,,92,0,,,1,0,0,
16583885,Beautiful Villa in Westend Berlin,31070180,Carolina,Charlottenburg-Wilm.,Westend,52.51318,13.25831,Entire home/apt,320,2,109,2025-06-20,1.07,1,287,27,
16592760,Luxury Altbau flat with all you need inside,3713976,Alia,Tempelhof - Schöneberg,Tempelhof,52.4566,13.38817,Entire home/apt,120,92,2,2020-03-08,0.02,1,364,0,
16593828,2 Zimmer Wohnung in Prenzlauer Berg,109446883,Michael,Pankow,Prenzlauer Berg Nord,52.54306,13.438,Entire home/apt,,92,1,2017-04-16,0.01,1,0,0,
16594716,cosy room in shared flat next to Spree,11351492,Hanna,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50013,13.4593,Private room,,92,3,2018-02-26,0.03,1,0,0,
16598356,Dachgeschosswohnung am Treptower Park,3213777,Kristin,Treptow - Köpenick,Plänterwald,52.48696,13.46342,Entire home/apt,,92,3,2022-08-18,0.04,1,0,0,
16599193,"Modern & comfy appartment, central but quiet",13823,Anja,Pankow,Prenzlauer Berg Ost,52.52601,13.45492,Entire home/apt,,6,7,2025-04-21,0.07,1,3,2,02/Z/RA/017134-23
16601440,One bed in my livingroom,21768264,Anne,Treptow - Köpenick,Alt  Treptow,52.48815,13.45405,Private room,,92,32,2020-03-07,0.31,1,0,0,
16608497,Huge Loft Berlin-Mitte with private bathroom + A/C,41119131,Robert,Mitte,Moabit Ost,52.52438,13.35316,Private room,92,1,521,2025-06-15,5.21,2,221,51,01/Z/AZ/008797-18
16609096,Furnished apartment situated in the city west,109466802,Robsn,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49903,13.33842,Entire home/apt,66,120,0,,,2,325,0,
16626860,Comfortable apartment in down town,97430906,David Patricio,Mitte,Alexanderplatz,52.51565,13.42249,Entire home/apt,,92,0,,,1,0,0,
16627622,LUXX - in the heart of Mitte,109813917,Antonio,Mitte,Alexanderplatz,52.52438,13.40921,Entire home/apt,410,3,154,2025-06-12,1.83,1,187,38,
16632030,Hübsches Doppelzimmer zum Wohlfühlen,72447965,Helen,Treptow - Köpenick,Köpenick-Nord,52.46872,13.58635,Private room,37,5,185,2025-05-24,1.82,2,83,22,09/z/az/002862-21
16633391,Newly renovated apartment at Charlottenburg Castle,109876762,Heiko,Charlottenburg-Wilm.,Mierendorffplatz,52.52655,13.2982,Entire home/apt,90,2,208,2025-06-05,2.04,1,19,34,04/Z/AZ/008807-19
16639845,Sunny bright room in Schöneberg,4003960,Ada,Tempelhof - Schöneberg,Schöneberg-Nord,52.49795,13.35588,Private room,,92,4,2017-10-17,0.04,1,0,0,
16640146,Urban Paradise: sunny home with balcony & cat,5982514,Lisa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50284,13.41575,Entire home/apt,,3,50,2025-06-09,0.57,2,1,8,02/Z/RA/008305-18
16648309,Lovely room in the heart of Kreuzberg,106026967,Esther,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49518,13.41137,Private room,98,1,117,2025-06-16,1.15,2,274,57,02/Z/AZ/016298-22
16649277,Lovely apartment in P berg,8795631,Davide,Pankow,Prenzlauer Berg Ost,52.5388,13.44463,Private room,,92,0,,,1,0,0,
16655959,Modern luxury apartment in Berlin Mitte,3400768,Graciela,Mitte,Alexanderplatz,52.50738,13.42125,Entire home/apt,,4,23,2025-05-03,0.23,1,0,4,01/Z/RA/014090-22
16669441,"Zimmer in Friedrichshain. Stylish, zentral, sauber",32278467,Mea,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52598,13.4525,Private room,,92,3,2017-08-01,0.03,1,0,0,
16684717,"Central apt. in Mitte:Moabit,  Berlin",9733781,Theo,Mitte,Moabit Ost,52.53431,13.34934,Private room,66,2,147,2025-06-08,1.46,1,5,22,01/Z/AZ/015211-23
16688037,Family Apartment 130m² with river and Old Town,5949335,Nadja,Treptow - Köpenick,Dammvorstadt,52.4521,13.57045,Entire home/apt,159,4,101,2024-08-25,1.01,1,31,8,09/Z/RA/001515-18
16689831,Spacious bright flat | open kitchen | kid-friendly,1663860,Fried,Pankow,Pankow Süd,52.55347,13.4194,Entire home/apt,122,5,58,2025-04-20,0.57,1,58,5,03/Z/RA/008144-23
16695157,Wunderschöne Altbauwohnung im Herzen Berlins,110572838,Monique,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51896,13.432,Entire home/apt,136,3,294,2025-06-15,2.87,1,307,46,
16696167,Cosy Apartment in the Heart of Berlin (Kreuzberg),110581835,Karin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49294,13.39388,Entire home/apt,,92,35,2018-01-03,0.35,1,0,0,
16702548,Cozy and bright room in Neukölln,40586933,Johannes,Neukölln,Neuköllner Mitte/Zentrum,52.47,13.43265,Private room,46,4,82,2025-02-14,0.84,2,13,5,08/Z/AZ/006281-18
16704289,cozy but lively cove in neukölln,19053894,Jonas,Neukölln,Reuterstraße,52.48269,13.43838,Entire home/apt,,92,23,2019-04-20,0.23,1,0,0,
16718334,Comfortable apartment in the heart of the city !,48504151,Lukas,Charlottenburg-Wilm.,Kantstraße,52.51081,13.31987,Entire home/apt,,92,0,,,1,0,0,
16723150,"In Mitte, the best address in Berlin!",381006,Svetlana,Mitte,Alexanderplatz,52.52617,13.40203,Entire home/apt,150,92,42,2023-06-15,0.41,1,263,0,
16723388,Tolle&Charmante Altbauwohnung im Herzen Neuköllns,158127,Friedrich,Neukölln,Neuköllner Mitte/Zentrum,52.47111,13.43966,Entire home/apt,,92,0,,,1,0,0,
16729649,Loft Apartment - Parkside,1202217,Ben & Martha,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49786,13.43335,Entire home/apt,200,3,24,2025-05-04,0.28,2,15,4,02/Z/RA/020357-25
16730380,Pulsing loft in Kreuzberg,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50132,13.41714,Entire home/apt,155,2,381,2025-06-03,3.71,10,251,43,
16736758,Bright bedroom in Kreuzberg,110990018,Hiang,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48927,13.38104,Private room,,2,192,2020-02-24,1.87,1,0,0,02/Z/AZ/008334-18
16737528,Two rooms in historic old building,95420999,Philipp,Tempelhof - Schöneberg,Schöneberg-Süd,52.49375,13.34572,Private room,,92,0,,,1,0,0,
16752243,Wonderful big apartment in the heart of berlin,111146515,Scarlett,Neukölln,Reuterstraße,52.48391,13.43285,Entire home/apt,,92,18,2020-09-23,0.18,1,0,0,
16754826,Green Oasis Berlin,111176402,Ilia,Mitte,Wedding Zentrum,52.55628,13.37589,Entire home/apt,108,92,5,2023-04-14,0.13,1,363,0,
16777646,Very central and very quiet,23042311,Mia,Mitte,Alexanderplatz,52.52347865601963,13.385477767922103,Entire home/apt,175,3,225,2025-06-01,2.20,8,298,35,
16792716,Adorable apartment in central location,33985864,Sara,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49581,13.41736,Entire home/apt,,92,0,,,1,0,0,
16799799,"1 [RA] BIG house, max 36p, 14 bedr 8 bath, @subway",909226,Werner,Tempelhof - Schöneberg,Tempelhof,52.46866,13.39204,Entire home/apt,1343,2,38,2025-06-16,0.39,13,205,3,
16804425,Im Herzen Kreuzköllns nahe Landwehrkanal,2018349,Nikolas,Neukölln,Reuterstraße,52.49348274996541,13.424285242000272,Entire home/apt,148,92,0,,,1,269,0,
16821096,F17 luxurious furnished maisonette apartment,87442687,Babett,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50258,13.39151,Entire home/apt,150,2,320,2025-06-19,3.15,19,308,70,
16821725,Spacious Apartment 8 in Kreuzberg,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50137,13.41688,Entire home/apt,142,2,310,2025-06-05,3.11,10,239,43,
16841623,"Huge, bright room in a beautiful old apartment",2011296,Lars,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52047,13.45161,Private room,95,3,25,2024-09-29,0.25,1,362,3,02/Z/AZ/018833-24
16849504,Apartment in the heart of Berlin NEUKÖLLN!,54600196,Barbara,Neukölln,Reuterstraße,52.48369,13.44124,Entire home/apt,,92,9,2018-07-22,0.09,1,0,0,
16851178,Modernes Apartment in Berlin-Mitte,112224316,Manfred B.,Mitte,Brunnenstr. Süd,52.53057,13.40114,Entire home/apt,,92,0,,,1,0,0,
16864734,To live very central (only for women),112375235,Berlinerin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5135,13.42495,Private room,103,1,39,2025-05-25,0.40,1,89,6,01/Z/AZ/015228-23
16865367,Beautiful Berlin appartment,112381310,Uwe,Pankow,Blankenfelde/Niederschönhausen,52.58741,13.39189,Entire home/apt,117,1,279,2025-06-10,2.80,1,122,38,03/Z/AZ/004329-19
16882223,modern 75qm design flat in the heart of Berlin,112571636,Elisabeth,Pankow,Helmholtzplatz,52.54512,13.41947,Entire home/apt,102,10,26,2025-03-22,0.26,1,157,6,03/Z/ZA/002520-16
16889808,Dachwohnung mit Wasserblick und eigenem Bootssteg,23403660,Dirk & Silke,Treptow - Köpenick,Müggelheim,52.40424,13.65893,Entire home/apt,180,2,211,2025-06-01,2.09,1,268,26,09/Z/NA/001226-17
16890609,Family apartment with balcony,3657833,Anna Und Björn,Treptow - Köpenick,Alt  Treptow,52.49272,13.44542,Entire home/apt,219,6,29,2024-08-24,0.30,1,39,3,09/Z/RA/003272-22
16907989,"Stylish, close to river, Berlin-Friedrichshain",86484113,Luba,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49777,13.46146,Entire home/apt,56,93,8,2022-02-28,0.08,2,364,0,
16920274,Super-City-Apartment 1&2 am Checkpoint Charlie,1315189,Axel,Mitte,Regierungsviertel,52.50971,13.39089,Entire home/apt,219,3,138,2025-05-19,1.36,7,67,8,
16922853,Loft in the heart of Berlin 1.1,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50147,13.41693,Entire home/apt,141,2,338,2025-06-01,3.31,10,275,47,
16939260,House near Water - 25 minutes to centre,151231271,Heiko,Spandau,Gatow / Kladow,52.49121,13.18206,Entire home/apt,81,1,375,2024-11-08,3.78,2,5,11,05/Z/AZ/010601-22
